Town,County,Best Towns Rank,Diversity Index,Population density,Diversity Index rank,Pop. density rank,Diversity Index percentile,Pop. density percentile,"Population, 2013-17",Square miles,pct Asian,pct Black,pct Two or more,pct Native American,pct Other race,pct Pacific Islander,pct White,pct Hispanic,pct Non-Hispanic,"Med. Household Income, 2013-17",twp_identifier
Egg Harbor,Atlantic,245,0.4996311667444814,651,105,406,0.7208480565371025,0.13427561837455831,43651,67.0580391195,0.12306705459210557,0.07981489542049437,0.04833795331149344,0.0017639916611303292,0.05926553801745665,0,0.6877505669973196,0.17019083182515865,0.8298091681748414,78099,Egg Harbor township Atlantic
Egg Harbor,Atlantic,361,0.6372696221838597,389,25,436,0.9257950530035336,0.0636042402826855,4222,10.849298031,0.05968735196589294,0.23732828043581242,0.04594978683088584,0.006158218853623875,0.11463761250592136,0,0.5362387494078635,0.24348649928943628,0.7565135007105637,50720,Egg Harbor City Atlantic
Fairfield,Essex,127,0.08448082455511652,757,487,393,0.014134275618374558,0.1696113074204947,7671,10.1304470124,0.0337635249641507,0,0.007560943814365793,0,0.0024768609047060358,0,0.9561986703167775,0.06113935601616478,0.9388606439838352,110303,Fairfield township Essex
Fairfield,Cumberland,400,0.6445518266565886,153,23,494,0.9293286219081273,0,6300,41.11775811,0.002857142857142857,0.4622222222222222,0.062063492063492064,0.051111111111111114,0.05857142857142857,0,0.36317460317460315,0.1573015873015873,0.8426984126984127,52602,Fairfield township Cumberland
Franklin Twp.,Hunterdon,151,0.022096509374537443,140,523,501,0,0,3234,23.034895884,0.003401360544217687,0,0.0018552875695732839,0,6.184291898577613e-4,0.005256648113790971,0.9888682745825603,0.04081632653061224,0.9591836734693877,108309,Franklin township Hunterdon
Franklin Twp.,Gloucester,217,0.28921548662085383,297,258,455,0.3710247349823322,0.03180212014134275,16579,55.8300148263,0.024549128415465346,0.06755534109415526,0.028409433620845647,0,0.040955425538331626,0,0.8385306713312021,0.0687616864708366,0.9312383135291634,81057,Franklin township Gloucester
Franklin Twp.,Somerset,289,0.6722638489797523,1429,13,330,0.9611307420494699,0.30742049469964666,65999,46.1699352972,0.22491249867422233,0.27051925029167107,0.022485189169532873,0.006484946741617297,0.025091289261958513,1.818209366808588e-4,0.45032500492431704,0.1360172123820058,0.8639827876179942,93264,Franklin township Somerset
Franklin Twp.,Warren,334,0.08087459580283218,133,488,504,0.014134275618374558,0,3105,23.4195584337,0.01674718196457327,0.004830917874396135,0.00933977455716586,6.441223832528181e-4,0.00998389694041868,0,0.9584541062801932,0.025120772946859903,0.9748792270531401,90648,Franklin township Warren
Franklin,Sussex,425,0.11343557069189669,1113,446,360,0.05653710247349823,0.22614840989399293,4849,4.3560597366,0.0072179830892967626,0.046195091771499275,0.0012373685295937306,0,0.004949474118374922,0,0.9404000824912353,0.07341719942256135,0.9265828005774387,57232,Franklin Sussex
Freehold Borough,Monmouth,241,0.49666545145675167,6178,107,82,0.7137809187279152,0.7667844522968198,11938,1.9322247087,0.01951750712012062,0.1296699614675825,0.014994136371251465,0.00712012062321997,0.1474283799631429,0,0.6812698944546826,0.4935500083766125,0.5064499916233876,57717,Freehold Monmouth
Freehold Township,Monmouth,277,0.2979306283907319,917,250,381,0.38162544169611307,0.1978798586572438,35429,38.6529312312,0.07330153264275029,0.05568884247367975,0.021197324225916622,0.001947557086002992,0.014451438087442491,9.87891275508764e-4,0.8324254142086991,0.08896666572581784,0.9110333342741822,99827,Freehold township Monmouth
Greenwich,Warren,224,0.32807472286382566,525,226,422,0.4204946996466431,0.09540636042402827,5555,10.5809106546,0.08946894689468947,0.07416741674167417,0.02034203420342034,0,0.00486048604860486,0,0.8111611161116111,0.046264626462646265,0.9537353735373537,109267,Greenwich township Warren
Greenwich,Gloucester,353,0.09615434992821004,542,474,418,0.0176678445229682,0.0989399293286219,4861,8.9613956718,0.010080230405266406,0.03476650894877597,0.001440032915038058,0,0.003702941781526435,0,0.9500102859493931,0.02201193170129603,0.977988068298704,70255,Greenwich township Gloucester
Hamilton Twp.,Atlantic,273,0.557666360518263,240,68,467,0.8162544169611308,0.02120141342756184,26663,110.9346396444,0.06803435472377452,0.19457675430371676,0.04215579642200803,0.011139031616847317,0.05487004463113678,7.876082961407193e-4,0.6284364100063758,0.1545587518283764,0.8454412481716236,65084,Hamilton township Atlantic
Hamilton,Mercer,458,0.39346598939252986,2265,178,262,0.5441696113074205,0.4134275618374558,89206,39.388455592199996,0.04790036544627043,0.1387911127054234,0.022072506333654686,5.605004147703069e-4,0.025726969037957088,8.631706387462727e-4,0.7640853754231778,0.14893617021276595,0.851063829787234,73415,Hamilton township Mercer
Harrison,Gloucester,45,0.11818665461957423,681,442,402,0.06007067137809187,0.14487632508833923,12884,18.9311775939,0.014591741695125737,0.026466935734244024,0.010478112387457312,0,0.01001241850357032,0,0.9384507916796027,0.02887302080099348,0.9711269791990065,130491,Harrison township Gloucester
Harrison,Hudson,490,0.6528529838153503,13126,17,19,0.9469964664310954,0.9434628975265018,15898,1.2111520707,0.22386463706126558,0.036293873443200404,0.024342684614416906,0.004151465593156372,0.21059252736193232,0,0.5007548119260284,0.43540067933073345,0.5645993206692665,61168,Harrison Hudson
Hopewell Twp.,Mercer,23,0.2862238906417057,319,261,449,0.36395759717314485,0.04240282685512368,18503,58.0653817029,0.06631357077230719,0.05528833162189915,0.02696859968653732,0,0.011511646759984867,0,0.8399178511592714,0.053775063503215696,0.9462249364967843,129320,Hopewell township Mercer
Hopewell,Mercer,75,0.13090742759265028,2731,424,228,0.08833922261484099,0.47703180212014135,1976,0.7236568053,0.039473684210526314,0.011639676113360324,0.01771255060728745,0,0,0,0.9311740890688259,0.03188259109311741,0.9681174089068826,113125,Hopewell Mercer
Hopewell,Cumberland,348,0.311544128588797,150,240,495,0.4028268551236749,0,4496,29.8899677934,0.023354092526690393,0.08518683274021352,0.037811387900355875,0.020462633451957295,0.009341637010676156,0,0.8238434163701067,0.04648576512455516,0.9535142348754448,77625,Hopewell township Cumberland
Lawrence Twp.,Mercer,189,0.48495579077668194,1532,115,324,0.6925795053003534,0.3215547703180212,33288,21.7250315568,0.1566029800528719,0.11821076664263398,0.02241047825042057,4.5061283345349673e-4,0.011776015380918048,6.909396779620283e-4,0.68985820716174,0.08576664263398222,0.9142333573660177,96529,Lawrence township Mercer
Lawrence Twp.,Cumberland,380,0.36535415875463584,88,193,521,0.5053003533568905,0,3234,36.9232723431,0,0.11348175633889919,0.034013605442176874,0.016388373531230675,0.05009276437847866,0,0.7860235003092146,0.13543599257884972,0.8645640074211502,73277,Lawrence township Cumberland
Lebanon,Hunterdon,77,0.1179059829782485,196,443,480,0.05653710247349823,0.007067137809187279,6152,31.4255237868,0.01657997399219766,0.006339401820546164,0.03429778933680104,0,0.004388816644993498,0,0.9383940182054616,0.05737971391417425,0.9426202860858257,110127,Lebanon township Hunterdon
Lebanon,Hunterdon,85,0.04883106806142812,1877,511,292,0.01060070671378092,0.36395759717314485,1693,0.9020238084,0.0070880094506792675,0.008269344359125812,0.006497341996455995,0,0.0029533372711163615,0,0.9751919669226226,0.06851742468989959,0.9314825753101004,87837,Lebanon Hunterdon
Mansfield,Burlington,149,0.41595427613107405,395,158,435,0.5901060070671378,0.06713780918727916,8586,21.7332960273,0.12194269741439553,0.09340787328208712,0.027253668763102725,0,0.009317493594223155,0,0.7480782669461915,0.031446540880503145,0.9685534591194969,87704,Mansfield township Burlington
Mansfield,Warren,363,0.22958677580069176,254,317,462,0.24734982332155478,0.02120141342756184,7507,29.5831024632,0.06487278540029306,0.04728919674970028,0.003463434128147063,0,0.010390302384441188,0,0.8739842813374185,0.08458771812974557,0.9154122818702545,67491,Mansfield township Warren
Mendham Twp.,Morris,4,0.15490321136934293,330,389,447,0.12014134275618374,0.045936395759717315,5877,17.7834710196,0.039816232771822356,0.005955419431682831,0.03283988429470818,0,0.0035732516590096988,0,0.9178152118427769,0.06823209120299473,0.9317679087970053,185882,Mendham township Morris
Mendham Borough,Morris,34,0.08629424065684588,842,485,388,0.014134275618374558,0.18374558303886926,4992,5.930492139,0.01842948717948718,0.006209935897435897,0.016826923076923076,0,0.0030048076923076925,0,0.9555288461538461,0.0546875,0.9453125,145284,Mendham Morris
Monroe,Middlesex,185,0.4125415723015936,1044,164,366,0.5759717314487632,0.21908127208480566,43796,41.9454101781,0.19837428075623345,0.03790300484062471,0.018129509544250615,0.00171248515846196,0.004749292172801169,0,0.7391314275276281,0.04075714677139465,0.9592428532286054,78263,Monroe township Middlesex
Monroe Twp.,Gloucester,354,0.3695926847997788,792,190,392,0.5159010600706714,0.17314487632508835,36779,46.4187871719,0.023029446151336362,0.15035754098806384,0.03276326164387286,0,0.015416406101307812,0,0.7784333451154192,0.06280758041273553,0.9371924195872645,74800,Monroe township Gloucester
Ocean Twp.,Ocean,251,0.04658659112625485,419,514,433,0.007067137809187279,0.07420494699646643,8838,21.0995283213,0.004525910839556461,0.004978501923512107,0.008599230595157275,0.005544240778456664,0,0,0.9763521158633175,0.024326770762615975,0.975673229237384,67288,Ocean township Ocean
Ocean Twp.,Monmouth,377,0.3368721800908808,2485,217,247,0.4416961130742049,0.4416961130742049,27006,10.8670567005,0.06006072724579723,0.08027845663926535,0.03399244612308376,0.003110419906687403,0.015292897874546397,0,0.8072650522106198,0.11701103458490705,0.882988965415093,82941,Ocean township Monmouth
Raritan Twp.,Hunterdon,8,0.18838403919032576,590,351,412,0.18374558303886926,0.12014134275618374,22103,37.4815042173,0.05754874903859205,0.02501922815907343,0.01574446907659594,0,0.003121748178980229,0,0.8985658055467584,0.05347690358774827,0.9465230964122517,120644,Raritan township Hunterdon
Raritan Borough,Somerset,165,0.41388725895699907,3895,162,159,0.5759717314487632,0.6007067137809188,7758,1.9918331433,0.15532353699407064,0.025908739365815933,0.031193606599639084,0,0.04008765145656097,0,0.7474864655839134,0.1860015467904099,0.8139984532095901,78974,Raritan Somerset
Rockaway,Morris,139,0.26430914830973784,594,276,411,0.3250883392226148,0.12367491166077739,24758,41.7045281796,0.06434283867840698,0.039704337991760236,0.023951853946199208,4.039098473220777e-4,0.01773164229743921,0,0.8538654172388723,0.11951692382260279,0.8804830761773972,106599,Rockaway township Morris
Rockaway,Morris,207,0.28002333857576966,3121,264,211,0.35335689045936397,0.5123674911660777,6473,2.073959316,0.07662598486018847,0.04804572841031979,0.011123126834543489,0,0.02085586281476904,0,0.8433492970801792,0.17132705082651012,0.8286729491734899,83714,Rockaway Morris
Springfield,Burlington,141,0.18749050967354175,113,354,509,0.18021201413427562,0,3345,29.5120789821,0.018236173393124066,0.04813153961136024,0.023617339312406577,0,0.01046337817638266,0,0.8995515695067264,0.09596412556053811,0.9040358744394619,108875,Springfield township Burlington
Springfield Twp.,Union,261,0.3980096799154085,3399,176,193,0.5512367491166078,0.5371024734982333,17528,5.1568604802,0.09841396622546782,0.08683249657690552,0.00872889091738932,0,0.042560474669100866,0,0.7634641716111364,0.10429027841168416,0.8957097215883159,110547,Springfield township Union
Union Twp.,Hunterdon,10,0.2911055384694563,302,257,452,0.3710247349823322,0.0353356890459364,5669,18.7650804627,0.04074792732404304,0.09207973187511025,0.011642264949726583,0,0.01993296877756218,0,0.8355971070735579,0.0590933145175516,0.9409066854824484,108333,Union township Hunterdon
Union Township,Union,383,0.6486442506329695,6463,19,74,0.9399293286219081,0.7879858657243817,58499,9.0507523392,0.10408724935468983,0.3059710422400383,0.018119967862698507,0.0035043334074086737,0.07779620164447255,1.0256585582659532e-4,0.49041863963486554,0.16338740833176635,0.8366125916682337,79324,Union township Union
Washington Twp.,Bergen,73,0.1495259586024631,3172,400,206,0.11307420494699646,0.5159010600706714,9368,2.9533580505,0.06372758326216908,0.0024551665243381727,0.0037361229718189583,0,0.010140905209222886,0,0.9199402220324508,0.10578565328778822,0.8942143467122118,128750,Washington township Bergen
Washington Twp.,Morris,156,0.12286923336051836,420,434,432,0.0706713780918728,0.07773851590106007,18713,44.5801233735,0.03799497675412815,0.01448191097098274,0.010848073531769357,3.206327152247101e-4,7.481430021909902e-4,0,0.935606263025704,0.03890343611393149,0.9610965638860685,140445,Washington township Morris
Washington Twp.,Gloucester,210,0.23686651245444346,2255,308,264,0.2756183745583039,0.4098939929328622,48119,21.3426303948,0.04436916810407531,0.055487437394792075,0.022569047569567114,5.403271057170764e-4,0.006670961574430059,0,0.8703630582514184,0.039152933352729694,0.9608470666472703,91149,Washington township Gloucester
Washington Twp.,Warren,239,0.15308755783097594,362,394,438,0.11307420494699646,0.0636042402826855,6494,17.947171242,0.01971050200184786,0.04927625500461965,0.009393286110255621,0.0029257776408992916,0,0,0.9186941792423776,0.028333846627656298,0.9716661533723437,105768,Washington township Warren
Washington Borough,Warren,325,0.2624456724164883,3318,280,198,0.31802120141342755,0.5265017667844523,6517,1.9643412788999999,0.040662881694031,0.05876937241061838,0.030995856989412308,0,0.01442381463863741,0,0.8551480742673009,0.13702623906705538,0.8629737609329446,64282,Washington Warren
